Site,Season,Year,WD,Date,Water Temp.,Conductivity,TDS,Salinity,pH,Turbidity,DO,BOD,Nitrite,Nitrate,Ammonium,DIN,TN,phosphate,TP,Total Quality,Catchment.x,HESY2,MI_QUALITY,IPS,Index Value,Diat_QUALITY,HEFI,FISH_QUALITY,Lat,Lon,Elevation,Dist. To Source (m),Slope (%),Mean Jan Temp,Int. Type R-M,Catch. Area At Site (Km²),Near tural (%),Artificial (%),Agriculture (%)
PROFITIS_ILIAS,SUMMER,2020,Δυτ. Μακεδονία (09),2/9/2020,20.53,440.7,220,0.21,8.21,2.79,105.27,3.1,0.015,0.855,0.036,0.906,1.38,0.019,0.028,GOOD,Aliakmos,1,HIGH,14.9,0.914110429,GOOD,0.72,GOOD,40.8333806,22.162725,36,53455.58,0.17,4.4,RM2,983.98,62.73,1.33,35.94
A25,SUMMER,2019,Κεντρ. Μακεδονία (10),25/07/2019,28.02,440,225.6,0.21,8.59,49.5,114.6,4.2,0.008,2.002,0.039,2.049,2.22,0.225,0.235,MODERATE,Axios,,MODERATE,9.8,,MODERATE,0.3,POOR,40.895188,22.615196,21,337820.05,0.05,3.9,VERY_LARGE,22325.55,35.54,2.88,58.02
XAVRIAS_DW,WINTER,2021,Κεντρ. Μακεδονία (10),31/01/2021,9.11,440,220,0.21,9.18,3.97,,,0.004,0.241,0.009,0.254,0.357,0.01,0.018,HIGH,,,,,,,,,40.253841,23.546858,3,35693.14,0.14,6.5,RM2,430.59,63.03,0.6,36.37
TITAR_MD,SPRING,2019,Θεσσαλία (08),6/6/2019,21.74,439,220,0.21,8.16,125,104.3,16.6,0.087,1.343,0.843,2.273,2.676,0.601,0.634,POOR,Pinios Thess.,0.9,GOOD,9.2,,MODERATE,0.65,GOOD,39.715889,22.188656,117,68257.75,0.1,5.1,RM5,1565.66,41.99,1.07,54.05
ARTA,SUMMER,2020,Ήπειρος (05),6/7/2020,21.1,439,220,0.21,7.9,4.4,123.8,3.6,0.001,0.085,0.009,0.095,0.205,0.001,0.003,HIGH,Arachthos,,,14.4,,GOOD,0.6,MODERATE,39.165325,20.99377222,23,114455.11,0.07,8.2,RM3,1817.59,69.45,1.47,21.16
MAN,SUMMER,2020,Βόρ. Πελοπόννησος (02),8/7/2020,25.5,439,220,0.21,7.8,80.4,72.9,13.2,0.049,2.581,0.076,2.706,2.976,0.368,0.383,POOR,Peirou-Verga-Pineiou,0.33,POOR,10.2,0.6375,MODERATE,0,BAD,38.125554,21.419929,3,19499.71,0.03,9.3,RM1,31.5,,,
EPITALION,SPRING,2019,Δυτ. Πελοπόννησος (01),17/04/2019,13.7,439,220,0.21,7.52,112,104,0,0.012,0.668,0.035,0.715,0.776,0.003,0.004,GOOD,Alfeios,0.78,GOOD,,,,,,37.64135264,21.47642386,1,86533.29,0.21,9.5,RM3,3404,,,
NISELI,SPRING,2019,Δυτ. Μακεδονία (09),12/5/2019,18.2,438,219,0.21,8.42,13.7,112.5,0.3,0.015,0.735,0.083,0.833,0.972,0.028,0.032,GOOD,Aliakmos,,POOR,14.9,,GOOD,,,40.584281,22.460926,8,107436.78,0.02,4.2,VERY_LARGE,11043.19,46.46,2.1,46.04
PASSOS,SPRING,2021,Θράκη (12),16/05/2021,23,438,219,0.21,8.26,7.67,120.2,,0.004,1.346,0.015,1.365,1.608,0.005,0.011,GOOD,,0.56,MODERATE,18,1.104294479,HIGH,0.49,MODERATE,41.095104,25.559501,33,32271.47,0.18,4.5,RM2,311.1,,,
EPITALION,WINTER,2021,Δυτ. Πελοπόννησος (01),2/2/2021,12.32,438,219,0.21,8.19,408,107.2,0,0.017,0.863,0.043,0.923,0.972,0.006,0.009,GOOD,,,,,,,,,37.64135264,21.47642386,1,86533.29,0.21,9.5,RM3,3404,,,
TIMIOS,WINTER,2019,Δυτ. Πελοπόννησος (01),4/3/2019,10.81,438,219,0.21,8,19.53,77.8,0,0.001,0.979,0.006,0.986,1.029,0.005,0.005,HIGH,,,,,,,,,37.825124,22.12445,449,13009.68,0.15,5.1,RM4,290.92,76.42,0.21,23.38
MORNOS_DW,SUMMER,2020,Δυτ. Στερεά Ελλάδα (04),10/7/2020,18.23,438,219,0.21,7.39,2.87,86.87,3.6,0.003,0.422,0.015,0.44,0.486,0.001,0.003,HIGH,Mornos,0.89,GOOD,16.5,1.012269939,HIGH,0.46,MODERATE,38.38779312,21.86056299,8,77793.92,0.33,8.7,RM2,971.78,79.23,1.02,9.71
TERPSITHEA,WINTER,2020,Θεσσαλία (08),19/02/2020,12,436,218,0.21,8.78,12.7,101.3,0,0.046,1.944,0.122,2.112,2.304,0.22,0.238,MODERATE,,,,,,,,,39.634724,22.354996,79,166621.1,0.01,5.2,RM3,6516.53,29.14,2.21,65.6
3POTAM,SUMMER,2020,Δυτ. Μακεδονία (09),2/9/2020,20.05,436,218,0.21,8.29,3.85,104.7,3.1,0.004,0.846,0.022,0.872,0.936,0.068,0.075,HIGH,Aliakmos,0.78,GOOD,13.9,0.852760736,GOOD,0.94,HIGH,40.53310984,22.19779814,101,24034.57,1.42,4,RM2,197.74,53.81,6.56,39.63
PAMISOS,SPRING,2019,Θεσσαλία (08),10/5/2019,15,436,218,0.21,8.27,9.8,77.1,1.4,0.006,1.174,0.055,1.235,1.585,0.016,0.017,GOOD,Pinios Thess.,,,,,,,,39.47621275,21.81038153,101,20866,0.06,4.7,RM4,221.79,29.98,2.76,64.08
OLYMPIA,SPRING,2021,Δυτ. Πελοπόννησος (01),17/04/2021,15.71,436,218,0.21,7.86,6.46,90.1,,0.002,0.508,0.018,0.528,0.677,0.002,0.007,HIGH,,1,HIGH,15.6,,GOOD,,,37.63420888,21.64196385,22,69804.29,0.11,8.8,RM3,3140.99,45.58,1.18,51.45
PARK_KYKL,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),1/9/2019,13.47,436,218,0.21,7.56,23.7,43.3,9.8,0.047,1.343,3.56,4.95,5.352,0.338,0.348,POOR,Acheloos,0.78,GOOD,7.1,0.421364985,POOR,0.56,MODERATE,38.89842487,21.7852023,770,9401.7,1.21,1.9,RM4,65.09,79.95,9.11,10.94
PIROS,WINTER,2021,Βόρ. Πελοπόννησος (02),2/2/2021,13.38,435,218,0.21,7.73,11.6,99.1,0,0.006,1.154,0.022,1.182,1.296,0.037,0.049,HIGH,,,,,,,,,38.12798879,21.6243459,23,35072.18,0.23,8.8,RM5,345.79,49.41,4.87,45.34
P061,SPRING,2020,Θεσσαλία (08),19/05/2020,24.5,434,217,0.21,8.9,33.9,,,0.001,0.019,0.016,0.037,0.601,0.06,0.089,HIGH,,,,,,,,,39.85137778,22.51186111,15,209133.44,0.17,5.2,VERY_LARGE,10389.21,29.59,2.38,64.95
KOBOTI,SPRING,2021,Ήπειρος (05),21/04/2021,13.33,434,217,0.21,8.22,4.18,103.8,2,0,0.034,0.008,0.042,0.084,0.001,0.004,HIGH,,0.78,GOOD,16.5,1.03125,HIGH,0.25,POOR,39.09993197,21.08209839,45,19598.36,0.45,8,RM1,73.52,64.08,0,35.92
TROPAIA,SPRING,2019,Δυτ. Πελοπόννησος (01),14/04/2019,15.08,434,217,0.21,8,31,76.5,0,0.002,0.628,0.012,0.642,0.731,0.001,0.003,HIGH,Alfeios,,,,,,,,37.7050803,21.8709097,128,49624.61,0.26,7.8,RM4,956.97,48.77,0.24,50.69
PELOPION,WINTER,2021,Δυτ. Πελοπόννησος (01),1/2/2021,13.5,434,217,0.21,7.99,151,101.5,0,0.013,0.937,0.048,0.998,1.02,0.004,0.008,GOOD,,,,,,,,,37.64264931,21.56727647,9,77682.01,0.06,9.1,RM3,3265.08,43.38,1.21,53.51
FERRES,SPRING,2019,Θράκη (12),11/5/2019,17.84,433,217,0.21,7.64,8.25,89.5,1.7,0.005,0.196,0.158,0.359,0.53,0.002,0.006,GOOD,Evros,0.56,MODERATE,15.3,0.938650307,GOOD,,,40.899733,26.198855,10,40878.32,0.06,5,RM2,240.34,41.97,3.55,46.73
T1,WINTER,2020,Δυτ. Μακεδονία (09),22/01/2020,6.8,433,216,0.21,8.5,4.04,,0,0.018,1.142,0.244,1.404,1.548,0.042,0.049,GOOD,,,,,,,,,40.7517927,22.1694745,27,64205.8,0.02,4.2,RM3,3723.94,39.07,4.71,53.22
P263,SUMMER,2019,Θεσσαλία (08),24/08/2019,26.55,432,217,0.21,8.48,18.9,,7.9,0.03,0.346,0.015,0.391,0.544,0.1,0.11,GOOD,Pinios Thess.,0.5,MODERATE,9.2,0.545994065,MODERATE,0.22,POOR,39.58204,22.11037,86,119537.43,0.02,5.5,RM4,6012.46,30.56,2.26,64.14
PAMISOS,WINTER,2021,Θεσσαλία (08),3/3/2021,8.49,432,216,0.21,8.08,22.3,93.4,1.1,0.003,0.617,0.02,0.64,0.816,0.007,0.011,HIGH,,,,,,,,,39.47621275,21.81038153,101,20866,0.06,4.7,RM4,221.79,29.98,2.76,64.08
PROMAXON,SUMMER,2020,Ανατόλ. Μακεδονία (11),4/9/2020,20.78,432,216,0.21,7.9,8.02,94.4,5.6,0.011,0.569,0.019,0.599,0.72,0.054,0.064,GOOD,Strymos,,GOOD,9,,MODERATE,0.81,HIGH,41.313228,23.340335,60,281216.54,0.07,2.4,VERY_LARGE,11089.54,33.18,4.14,57.15
ARTA,SPRING,2021,Ήπειρος (05),21/04/2021,14.09,431,216,0.21,8.04,5.29,109.16,0,0.001,0.098,0.01,0.109,0.165,0.001,0.005,HIGH,,0.56,MODERATE,17.3,,HIGH,0.39,POOR,39.165325,20.99377222,23,114455.11,0.07,8.2,RM3,1817.59,69.45,1.47,21.16
THOK,WINTER,2021,Δυτ. Πελοπόννησος (01),26/01/2021,10.62,431,216,0.21,7.94,91.5,86.4,,0.009,0.751,0.041,0.801,0.948,0.005,0.008,GOOD,,,,,,,,,37.41756452,22.08756002,361,45475.68,0.02,6.5,RM2,234.13,68.43,4.55,27.02
OLYMPIA,SPRING,2020,Δυτ. Πελοπόννησος (01),12/5/2020,19.95,431,215,0.21,7.82,10.8,,,0.004,0.616,0.007,0.627,0.63,0.001,0.006,HIGH,,,,,,,,,37.63420888,21.64196385,22,69804.29,0.11,8.8,RM3,3140.99,45.58,1.18,51.45
LADON_PINIOS,SUMMER,2021,Βόρ. Πελοπόννησος (02),6/7/2021,29.95,430,222,0.21,7.72,3.31,104.1,4.5,0.002,0.146,0.014,0.162,0.257,0.001,0.004,HIGH,,0.44,POOR,16.9,1.036809816,HIGH,0.52,MODERATE,37.87704415,21.53505118,100,37121.65,0.49,8.5,RM2,219.31,,,
OLYMPIA,SUMMER,2021,Δυτ. Πελοπόννησος (01),5/7/2021,25.53,430,216,0.21,8.04,5.7,104.5,6.2,0.006,0.594,0.022,0.622,0.9,0.002,0.004,HIGH,,0.89,GOOD,17,,HIGH,0.56,MODERATE,37.63420888,21.64196385,22,69804.29,0.11,8.8,RM3,3140.99,45.58,1.18,51.45
IXOS,SPRING,2019,Ανατόλ. Πελοπόννησος (03),12/4/2019,16.36,430,215,0.21,8.26,19.2,73.8,0.8,0.041,1.449,0.03,1.52,1.575,0.047,0.056,GOOD,Ichos,0.5,MODERATE,16.8,,GOOD,,,37.65738916,22.73938433,30,19846.29,0.26,8.9,RM5,245.86,82.1,0,12.89
DIMHKOS,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),24/06/2019,18.28,430,215,0.21,7.96,4,,1.1,0.011,1.069,0.064,1.144,1.2,0.031,0.033,GOOD,Acheloos,1,HIGH,10,0.613496933,MODERATE,0.31,POOR,38.57430692,21.28909209,17,40757.74,0.01,8.5,RM2,711.24,21.6,1.77,74.34
DIMHKOS,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),24/06/2019,18.28,430,215,0.21,7.96,4,,1.1,0.011,1.069,0.064,1.144,1.2,0.031,0.033,GOOD,Acheloos,1,HIGH,10,0.613496933,MODERATE,0.31,POOR,38.57430692,21.28909209,17,40757.74,0.01,8.5,RM2,711.24,21.6,1.77,74.34
KLIMATIA,WINTER,2021,Ήπειρος (05),22/02/2021,9.31,430,215,0.21,7.64,21.2,95.3,,0.03,1.55,0.27,1.85,2.076,0.158,0.177,MODERATE,,,,,,,,,39.709378,20.633256,186,8787.32,0.68,5.1,RM2,513.36,31.62,0.53,67.86
PELOPION,SUMMER,2021,Δυτ. Πελοπόννησος (01),5/7/2021,23.8,429,215,0.21,7.89,13.5,94.99,5.1,0.005,0.535,0.034,0.574,1.014,0.004,0.009,GOOD,,0.67,MODERATE,15.8,,GOOD,0.52,MODERATE,37.64264931,21.56727647,9,77682.01,0.06,9.1,RM3,3265.08,43.38,1.21,53.51
TSIVLOS,SPRING,2021,Βόρ. Πελοπόννησος (02),16/04/2021,11.58,429,214,0.21,7.85,3.26,9,,0,0.005,0.01,0.015,0.063,0.001,0.003,HIGH,,0.56,MODERATE,16,1,HIGH,0.12,BAD,38.06917608,22.2392163,713,15457.47,1.51,3.8,RM1,81.74,83.9,0,14.91
SKALA,WINTER,2021,Ανατόλ. Πελοπόννησος (03),25/01/2021,13.19,429,214,0.21,7.75,199,87.4,8.1,0.018,0.562,0.066,0.646,0.828,0.015,0.026,GOOD,,,,,,,,,36.84859535,22.68023396,12,101941.04,0.09,10.3,RM5,1680.04,61.62,1.16,36.75
EPITALION,SUMMER,2019,Δυτ. Πελοπόννησος (01),20/06/2019,21.54,428,214,0.21,8.36,21,,2.5,0.004,0.706,0.019,0.729,0.816,0.001,0.004,GOOD,Alfeios,0.89,HIGH,14.7,,GOOD,0.36,POOR,37.64135264,21.47642386,1,86533.29,0.21,9.5,RM3,3404,,,
VISTRITSA_UP,SUMMER,2021,Ανατόλ. Στερεά Ελλάδα (07),29/08/2021,20.1,428,214,0.21,7.76,2.3,97.3,3.4,0,0.004,0.008,0.012,0.057,0,0.004,HIGH,,1,HIGH,16.1,0.987730061,HIGH,0.88,HIGH,38.83040427,22.08569722,503,22390.39,0.96,4.2,RM2,144.95,80.4,0,19.6
FILIPP,SUMMER,2019,Ανατόλ. Μακεδονία (11),12/9/2019,22.95,428,214,0.21,7.64,15.3,,6.2,0.004,0.131,0.029,0.164,0.314,0.034,0.046,HIGH,Strymos,0.78,GOOD,2.1,0.128834356,BAD,0.16,BAD,40.998714,24.165827,46,42406.72,0.06,3.7,RM2,248.48,44.54,5.79,49.66
DRAMA,WINTER,2020,Ανατόλ. Μακεδονία (11),3/2/2020,15.49,428,214,0.21,7.59,9.07,85.1,0,0.014,1.796,0.123,1.933,2.1,0.029,0.035,GOOD,,,,,,,,,41.14087,24.14227,90,25994.75,0.25,4.2,RM2,117.31,,,
PLATYS,WINTER,2019,Ανατόλ. Πελοπόννησος (03),7/3/2019,14,427.3,213.3,0.21,8.57,8.42,72.33,4.8,0.002,0.908,0.019,0.929,1.35,0.02,0.032,HIGH,,,,,,,,,36.756848,22.511033,14,24753.57,0.21,10.1,RM5,150.2,65.54,0,34.46
ARAP_DW,WINTER,2021,Δυτ. Μακεδονία (09),26/02/2021,11.98,427,214,0.21,8.22,5.27,110.8,,0.03,0.93,0.093,1.053,1.26,0.044,0.052,GOOD,,,,,,,,,40.659928,22.134234,55,31410.3,0.33,4.2,RM2,165.27,74.63,1.41,23.96
MILIADA,SUMMER,2021,Κεντρ. Μακεδονία (10),2/9/2021,19.2,427,213,0.21,7.34,35.6,92,4.8,0.001,0.239,0.01,0.25,0.33,0.017,0.025,HIGH,,0.78,GOOD,13.4,0.8375,GOOD,,,40.371,23.61207,144,16120.65,0.49,5.1,RM1,57.45,91.73,0.56,7.71
ASOPOS_MD,WINTER,2019,Βόρ. Πελοπόννησος (02),8/3/2019,12.44,426.3,213.3,0.21,8.36,31.76,93.77,0.6,0.007,1.123,0.018,1.148,1.339,0.003,0.003,HIGH,,,,,,,,,37.877151,22.652138,241,22300.07,0.57,7.2,RM2,751.43,67.88,0.48,31.64
PAMISOS,SPRING,2021,Θεσσαλία (08),9/5/2021,17.74,426,213,0.21,8.3,10.1,103.6,,0.004,0.696,0.01,0.71,0.768,0.005,0.01,HIGH,,0.7,GOOD,16.9,1.002967359,HIGH,,,39.47621275,21.81038153,101,20866,0.06,4.7,RM4,221.79,29.98,2.76,64.08
OLYMPIA,WINTER,2021,Δυτ. Πελοπόννησος (01),1/2/2021,12.71,426,213,0.21,7.98,109,103.4,0,0.013,0.947,0.05,1.01,1.032,0.003,0.007,GOOD,,,,,,,,,37.63420888,21.64196385,22,69804.29,0.11,8.8,RM3,3140.99,45.58,1.18,51.45
3POTAM,WINTER,2021,Δυτ. Μακεδονία (09),26/02/2021,12.56,425,213,0.21,8.33,4.35,113.1,,0.004,0.846,0.024,0.874,0.972,0.019,0.027,GOOD,,,,,,,,,40.53310984,22.19779814,101,24034.57,1.42,4,RM2,197.74,53.81,6.56,39.63
TIMIOS,SPRING,2020,Δυτ. Πελοπόννησος (01),13/05/2020,17.39,371,217,0.21,7.94,7.86,,,0.002,0.868,0.034,0.904,1.296,0.016,0.018,GOOD,,,,,,,,,37.825124,22.12445,449,13009.68,0.15,5.1,RM4,290.92,76.42,0.21,23.38
LADON_PINIOS,SPRING,2021,Βόρ. Πελοπόννησος (02),18/04/2021,16.68,423.66,212,0.206,8.15,16.8,102.26,0,0.002,0.708,0.018,0.728,0.78,0.001,0.004,HIGH,,0.44,POOR,15.4,0.944785276,GOOD,0.68,GOOD,37.87704415,21.53505118,100,37121.65,0.49,8.5,RM2,219.31,,,
LASPO_UP,WINTER,2019,Θράκη (12),22/02/2019,10.77,1392,696,0.2,8.01,8.03,115.77,0,0.27,6.56,1.3,8.13,8.235,0.505,0.528,POOR,,,,,,,,,40.972236,24.895455,6,25804.76,0.04,5.1,RM2,184.08,,,
LASPO_DW,WINTER,2019,Θράκη (12),22/02/2019,10.89,1307,653,0.2,7.84,10.7,88.93,8.4,0.273,6.017,2.46,8.75,9.158,0.918,0.925,POOR,,,,,,,,,40.94023,24.91563,2,30072.42,0.02,5.1,RM2,203.16,,,
APOKRIMNO_DW,WINTER,2018,Θράκη (12),21/02/2018,8.6,573.3,332,0.2,6.1,10.3,95.4,0,0.003,0.867,0.008,0.878,0.99,0.012,0.019,HIGH,,,,,,,,,40.877654,25.898887,23,21846.13,0.37,4.8,RM2,227.77,,,
ELKE,WINTER,2019,Ανατόλ. Στερεά Ελλάδα (07),25/02/2019,7,522,333,0.2,,30,83,0,0.005,0.745,0.084,0.834,0.889,0.016,0.023,GOOD,,,,,,,,,38.81332521,22.49479135,13,84394,0.05,6.5,RM3,1392.61,61.25,0.66,33.71
FURNIOTIKO_DW,WINTER,2018,Νήσοι Αιγαίου (14),27/02/2018,12.9,518,332,0.2,,3.4,124.4,0,0.002,0.558,0.01,0.57,0.641,0.011,0.014,HIGH,,,,,,,,,37.784202,26.73257,53,8808.88,1.6,10.1,RM1,20.53,,,
SEDOUNTAS,WINTER,2018,Νήσοι Αιγαίου (14),3/3/2018,15.4,506,323.7,0.2,8.09,2.36,,0,0.001,0.271,0.013,0.285,0.45,0.005,0.007,HIGH,,,,,,,,,38.998889,26.3825,118,6523.16,2.44,7.5,RM1,17.29,62.17,0,37.83
T2,SUMMER,2018,Δυτ. Μακεδονία (09),7/10/2018,16.87,504.3,323,0.2,6.01,10.7,93.1,0.3,0.034,1.145,0.257,1.436,1.676,0.054,0.061,GOOD,Aliakmos,,BAD,13.8,,GOOD,,,40.546872,22.329773,16,94255.79,0.24,4.2,VERY_LARGE,10767.31,47.78,2.07,45.16
VULGARIS_DW,SPRING,2018,Νήσοι Αιγαίου (14),7/5/2018,19,495,319,0.2,7.02,19.2,120,11.5,0.027,0.073,0.216,0.315,0.522,0.064,0.096,GOOD,Atoliko Aigaio,0.67,MODERATE,9.2,0.575,MODERATE,0.13,BAD,39.24730167,26.00188208,57,13390.92,1.1,7.7,RM1,52.38,58.87,0,41.13
EVERGETOYLAS,WINTER,2018,Νήσοι Αιγαίου (14),3/3/2018,14.9,486,317,0.2,7.93,6.25,131.9,1.1,0.001,1.149,0.013,1.163,1.164,0.004,0.005,HIGH,,,,,,,,,39.129404,26.409341,29,11307.16,0.84,7.8,RM2,40.62,78.67,1.09,20.24
GADOYRAS_UP,SPRING,2018,Νήσοι Αιγαίου (14),16/05/2018,16.4,486,316,0.2,9.06,2.79,104.8,,0,0.005,0.028,0.033,0.128,0.001,0.002,HIGH,Dodekanison,0.78,GOOD,15.2,0.932515337,GOOD,0.45,MODERATE,36.19970833,27.97731944,128,11661.76,0.41,11,RM2,131.1,,,
ARIS,SPRING,2018,Δυτ. Πελοπόννησος (01),23/04/2018,18.3,478,383,0.2,7.83,2.17,73,5.9,0.003,0.927,0.024,0.954,1.114,0.018,0.02,GOOD,,,,,,,,,37.081972,22.02721384,7,30228.98,0.04,9.8,RM2,128.83,32.91,6.94,59.89
PLATY,SUMMER,2018,Κεντρ. Μακεδονία (10),7/10/2018,19.69,477.7,315,0.2,5.83,14,57.4,2.5,0.034,0.746,0.25,1.03,1.069,0.099,0.104,MODERATE,Loudias,0.44,POOR,3.9,0.239263804,POOR,0.16,BAD,40.67399322,22.54061186,5,53337.21,0.01,4.1,RM2,589.56,11.92,3.02,84.74
EVROS_MD,SUMMER,2018,Θράκη (12),10/9/2018,23.36,477,309,0.2,7.98,,85.34,13.8,0.005,0.915,0.025,0.945,1.35,0.163,0.187,GOOD,Evros,,BAD,9.9,,MODERATE,0.24,POOR,41.57141212,26.58694203,28,342274.7,0.03,2.7,VERY_LARGE,35260.36,,,
AXYRO,WINTER,2018,Νήσοι Αιγαίου (14),28/02/2018,13.5,471,306,0.2,,163,117.9,0,0.001,0.17,0.009,0.181,0.204,0.006,0.011,HIGH,,,,,,,,,38.471857,25.934861,13,,,,RM1,40.69,86.25,0,13.75
ELEOUSA,SUMMER,2018,Κεντρ. Μακεδονία (10),5/10/2018,17.97,467,299.7,0.2,5.53,17.5,80.5,1.7,0.012,1.678,0.014,1.704,2.081,0.132,0.143,GOOD,Axios,,BAD,8.6,,POOR,0.14,BAD,40.710854,22.678446,8,306650.52,0.09,4.2,VERY_LARGE,24179.67,57.57,1.8,40.63
A25,SUMMER,2018,Κεντρ. Μακεδονία (10),4/10/2018,18.38,451,263,0.2,5.02,18.4,88,1.1,0.013,1.677,0.002,1.692,2.318,0.112,0.139,GOOD,Axios,,POOR,11.4,,MODERATE,0.27,POOR,40.895188,22.615196,21,337820.05,0.05,3.9,VERY_LARGE,22325.55,35.54,2.88,58.02
KESTRINI,SUMMER,2018,Ήπειρος (05),8/7/2018,22.48,447,210,0.2,7.61,3.41,97.5,0.3,0.004,0.666,0.057,0.727,0.754,0.025,0.065,GOOD,Kalamas,0.67,MODERATE,12.7,,MODERATE,0.43,MODERATE,39.555076,20.20744,3,88312.04,0.13,8.8,RM3,2301.98,56.61,0.67,42.37
FURNIOTIKO_DW,SPRING,2018,Νήσοι Αιγαίου (14),13/05/2018,15.01,440,285,0.2,,3.54,99.7,1.4,0.001,0.066,0.009,0.076,0.188,0.003,0.006,HIGH,Atoliko Aigaio,0.89,GOOD,14,0.875,GOOD,0.1,BAD,37.784202,26.73257,53,8808.88,1.6,10.1,RM1,20.53,,,
VELIKA,SPRING,2021,Δυτ. Πελοπόννησος (01),11/4/2021,12.29,435,218,0.2,8.09,2.53,93.72,0,0.001,0.539,0.025,0.565,0.783,0.003,0.008,HIGH,,0.78,GOOD,17.5,1.073619632,HIGH,0.29,POOR,37.0055669,21.93124187,13,32886.44,0.51,10.2,RM2,140.66,38.82,0,61.18
LADON_PINIOS,SPRING,2020,Βόρ. Πελοπόννησος (02),14/05/2020,26,431,209,0.2,8.09,8.16,,,0.002,0.382,0.011,0.395,0.434,0.003,0.008,HIGH,,,,,,,,,37.87704415,21.53505118,100,37121.65,0.49,8.5,RM2,219.31,,,
AG_THOMAS,SUMMER,2021,Δυτ. Στερεά Ελλάδα (04),5/7/2021,30.91,430,215,0.2,8.14,6.36,109.1,7.9,0.002,0.014,0.016,0.032,0.234,0.008,0.019,HIGH,,0.4,POOR,11.5,,MODERATE,,,38.38216987,21.45569016,5,10886.21,0.44,8.9,RM5,26.51,69.78,1.26,28.69
TITAR_DW,SUMMER,2020,Θεσσαλία (08),12/7/2020,31.27,429,214,0.2,8.42,14.5,131.4,5.9,0.003,0.013,0.009,0.025,0.241,0.17,0.198,GOOD,Pinios Thess.,0.33,POOR,8.1,,POOR,0.4,POOR,39.786852,22.380001,58,91470.89,0.21,5.1,RM3,1883.64,40.32,1.32,55.08
T1,SPRING,2019,Δυτ. Μακεδονία (09),12/5/2019,17.4,427.5,213,0.2,8.39,13.9,90.53,0.3,0.019,0.901,0.202,1.122,1.125,0.034,0.039,GOOD,Aliakmos,0.78,GOOD,14.7,,GOOD,,,40.7517927,22.1694745,27,64205.8,0.02,4.2,RM3,3723.94,39.07,4.71,53.22
OLYMPIA,SUMMER,2020,Δυτ. Πελοπόννησος (01),3/7/2020,22.8,426,213,0.2,8,10.4,100.8,4.2,0.006,0.584,0.008,0.598,0.708,0.001,0.002,HIGH,Alfeios,0.67,MODERATE,15.5,,GOOD,0.61,GOOD,37.63420888,21.64196385,22,69804.29,0.11,8.8,RM3,3140.99,45.58,1.18,51.45
AG3,SUMMER,2019,Ανατόλ. Μακεδονία (11),12/9/2019,21.46,425,213,0.2,8.41,43.7,,3.9,0.011,1.569,0.015,1.595,1.68,0.044,0.054,GOOD,Strymos,0.89,HIGH,12.7,,MODERATE,0.29,POOR,40.927238,23.828493,8,27498.11,0.03,4.3,RM3,2147.67,35.48,1.76,59.99
ARTA,SPRING,2019,Ήπειρος (05),18/04/2019,21.5,423,212,0.2,8,2.23,130.5,0,0.002,0.074,0.012,0.087,0.162,0.002,0.003,HIGH,Arachthos,0.78,GOOD,17.7,,HIGH,0.69,GOOD,39.165325,20.99377222,23,114455.11,0.07,8.2,RM3,1817.59,69.45,1.47,21.16
AG31,SPRING,2019,Ανατόλ. Μακεδονία (11),22/05/2019,15.26,423,211.3,0.2,7.99,13.6,87.23,2,0.042,2.948,0.071,3.061,3.144,0.085,0.09,MODERATE,Strymos,0.89,GOOD,13.1,0.803680982,GOOD,,,41.041846,24.037177,48,28397.17,0.08,4.1,RM2,495.04,41.96,1.09,56.95
ARAP_DW,SPRING,2019,Δυτ. Μακεδονία (09),12/5/2019,12.2,423,211,0.2,8.47,9.3,106.57,0,0.013,1.137,0.068,1.218,1.283,0.05,0.052,GOOD,Aliakmos,0.78,GOOD,13.8,0.846625767,GOOD,,,40.659928,22.134234,55,31410.3,0.33,4.2,RM2,165.27,74.63,1.41,23.96
AG31,WINTER,2020,Ανατόλ. Μακεδονία (11),3/2/2020,10.86,423,211,0.2,8.1,8.56,83.7,0,0.057,3.753,0.131,3.941,4.092,0.131,0.14,MODERATE,,,,,,,,,41.041846,24.037177,48,28397.17,0.08,4.1,RM2,495.04,41.96,1.09,56.95
KOBOTI,SPRING,2019,Ήπειρος (05),9/5/2019,17.41,422,211,0.2,8.51,4.6,97.8,0.3,0.001,0.027,0.012,0.039,0.1,0.002,0.003,HIGH,Vouvos,1.11,HIGH,16.9,1.05625,HIGH,0.2,BAD,39.09993197,21.08209839,45,19598.36,0.45,8,RM1,73.52,64.08,0,35.92
EPITALION,WINTER,2019,Δυτ. Πελοπόννησος (01),5/2/2019,12.4,422,211,0.2,8.04,194,,2.5,0.01,0.7,0.112,0.822,1.631,0.008,0.009,GOOD,,,,,,,,,37.64135264,21.47642386,1,86533.29,0.21,9.5,RM3,3404,,,
VULGARIS_DW,WINTER,2018,Νήσοι Αιγαίου (14),4/3/2018,14.8,421.7,274,0.2,7.72,19.2,124.6,0,0.003,0.303,0.036,0.342,0.413,0.054,0.075,HIGH,,,,,,,,,39.24730167,26.00188208,57,13390.92,1.1,7.7,RM1,52.38,58.87,0,41.13
